player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,CB,OREGON ST,10,3,0,70.0,1,0,265,0,0,50.6,54.7,80.3,55.9,64.2,49.8,0,0,0,0,52,22.7,5,0,1,107.1,7,0,0,32,111,62,179,6,0,0,6,0,1,173,2,115,28,2,14,1,10,0,0,112,34,16.0
Noah Taylor,52348,LB,NWESTERN,2,0,0,,0,0,256,0,0,60.0,40.2,68.3,,41.3,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,1,6,1,0,0,1,0,0,5,0,5,1,1,1,0,0,0,0,0,0,
Zaid Hamdan,52925,DI,KENT STATE,12,5,0,,1,0,201,0,0,60.0,61.4,18.6,64.3,62.3,58.2,2,5,0,0,,8.3,2,0,3,0.0,0,0,0,0,0,0,366,366,19,298,1,48,0,0,154,212,0,14,17,3,0,7,0,0,0,
DeShawn Pace,53549,LB,UCF,12,12,0,85.0,0,0,323,0,0,71.1,68.9,31.3,56.0,72.0,56.9,3,6,0,2,30,19.5,15,1,2,84.4,34,0,0,312,5,321,675,84,1,0,83,0,5,591,59,295,268,26,50,3,40,9,1,290,173,8.5
Eric Phillips,53572,ED,CINCINNATI,12,3,0,,0,0,138,0,0,68.5,57.8,23.2,63.3,53.1,53.9,4,26,0,0,,23.8,5,0,4,0.0,0,3,0,7,0,1,486,479,1,14,346,118,0,7,261,224,0,13,13,3,0,33,0,0,0,
Iesa Jarmon,53981,CB,AKRON,5,0,0,100.0,0,0,102,0,0,58.6,61.0,75.2,,64.7,53.5,0,0,0,0,7,33.3,1,0,1,95.8,1,0,0,6,43,16,49,0,0,0,0,0,0,49,0,33,0,1,2,0,1,0,0,7,2,7.0
Jaheim Thomas,54193,LB,WISCONSIN,11,22,0,68.8,0,0,349,0,0,52.1,66.7,6.2,67.9,75.5,89.0,0,5,0,0,25,3.2,2,0,2,86.7,11,1,0,369,2,165,413,40,0,0,40,0,0,373,42,206,1,24,38,1,16,6,0,105,93,9.5
Cheikhsaliou Fall,54240,ED,CAL,12,7,1,,1,0,130,0,0,58.3,52.7,22.8,53.9,57.7,56.6,5,4,0,0,,16.7,3,0,2,0.0,0,1,0,0,0,2,250,250,1,17,158,74,0,0,161,87,0,7,8,2,0,10,0,0,0,
Malik Denkins,55516,ED,C MICHIGAN,4,2,0,,0,0,134,0,0,,62.1,75.2,64.3,59.5,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,25,25,0,1,22,2,0,0,6,19,0,1,0,0,0,1,0,0,0,
Jaiden Cameron,62277,ED,NWESTERN,8,3,1,,0,0,256,0,0,60.9,53.2,78.4,63.8,46.1,45.5,0,2,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,1,72,72,0,0,55,17,0,0,27,44,0,1,2,0,0,2,0,0,0,
Alex Howard,62494,LB,DUKE,12,17,0,72.2,0,0,154,1,0,58.9,61.0,23.1,72.8,58.6,64.4,2,8,0,0,26,17.1,14,0,4,91.7,13,9,0,480,1,235,592,45,0,0,45,0,0,547,61,296,66,34,51,6,18,19,0,127,58,9.8
Barry Brown,62724,LB,COAST CAR,12,16,0,100.0,0,0,141,1,0,57.8,61.4,33.8,65.3,63.5,52.4,1,1,0,0,17,17.5,11,0,2,102.1,16,0,0,346,0,148,367,8,0,0,8,0,0,359,32,187,13,21,36,4,16,2,0,136,102,8.5
Kam Butler,63872,ED,VIRGINIA,12,14,1,100.0,1,1,335,0,0,63.0,71.2,62.3,74.9,64.2,47.5,8,34,0,0,25,22.2,12,1,2,118.8,2,2,0,9,0,30,692,683,2,42,584,55,0,9,366,296,0,18,28,0,2,44,0,29,35,14.5
Will Whitson,64470,DI,COAST CAR,4,5,0,,0,2,141,0,0,60.9,83.2,79.9,78.2,78.5,66.2,2,7,0,0,,11.1,2,0,0,0.0,0,2,0,0,0,0,182,182,1,128,1,52,0,0,103,79,0,11,11,3,0,11,0,0,0,
Josh Minkins,66051,S,CINCINNATI,11,12,0,57.1,0,0,138,1,0,76.3,71.3,84.2,59.1,61.6,67.6,0,0,0,2,28,15.8,9,3,0,61.0,8,0,0,308,3,237,466,3,0,0,3,0,68,463,1,228,84,16,36,2,14,0,1,91,27,11.4
Jeremiah Wood,66274,CB,OHIO,1,0,0,100.0,0,0,259,0,0,51.9,35.7,64.4,,,,0,0,0,0,5,,0,0,0,87.5,1,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,5,0,5.0
Ty Hamilton,66298,DI,OHIO STATE,13,12,0,0.0,0,1,260,1,0,58.4,66.4,66.8,63.8,67.3,74.4,0,8,0,0,,4.5,2,0,1,39.6,0,4,0,3,0,4,511,507,28,456,1,22,0,4,265,242,0,27,30,1,1,12,0,0,0,
Sebastian Macaluso,70536,WR,S JOSE ST,1,0,0,,0,0,285,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Ben Florentine,70644,DI,WYOMING,11,12,0,,1,0,351,0,0,72.3,58.4,60.2,50.3,61.2,46.6,3,1,0,0,,17.2,5,0,2,0.0,0,0,0,1,0,0,378,376,49,304,3,20,0,2,190,188,0,10,12,2,0,4,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,11,2,1,60.0,0,3,169,0,0,48.5,68.9,30.1,62.7,85.9,51.9,3,11,0,0,8,25.0,5,0,2,68.8,3,3,0,0,0,25,282,282,0,3,275,4,0,0,176,81,0,13,13,0,5,17,0,20,10,6.7
Tuasivi Nomura,70879,LB,FRESNO ST,12,27,1,69.8,0,0,169,1,0,56.3,65.2,32.8,55.2,75.1,75.3,1,7,0,0,26,10.3,12,3,3,114.5,30,0,0,662,0,374,770,36,0,0,36,0,2,734,71,325,70,42,78,5,43,8,4,240,134,8.0
Tate Romney,70946,LB,ARIZONA ST,4,1,0,100.0,0,0,110,0,0,53.9,50.6,72.1,59.5,53.5,56.2,1,0,0,0,9,25.0,1,0,0,104.2,1,0,0,21,0,9,21,0,0,0,0,0,0,21,1,11,0,1,2,0,1,1,0,9,4,9.0
Keyon Ware-Hudson,71322,DI,OREGON,11,5,0,,0,0,264,0,0,60.0,55.4,80.5,54.6,55.2,59.3,0,3,0,0,,8.3,1,0,0,0.0,0,0,0,0,0,0,152,152,22,95,0,35,0,0,79,73,0,4,6,0,0,3,0,0,0,
Domani Jackson,71370,CB,ALABAMA,12,6,0,51.1,0,1,103,0,0,66.2,71.1,86.3,42.4,90.8,64.3,0,2,0,2,31,15.7,8,5,3,59.2,24,0,0,35,578,356,650,16,0,0,16,0,13,634,8,286,8,13,37,2,47,2,1,284,87,11.8
William Nimmo Jr.,71391,S,S DIEGO ST,12,3,0,41.7,0,0,284,0,0,53.7,56.3,83.0,,60.0,58.0,0,0,0,0,29,18.9,7,0,1,62.5,5,0,0,149,1,147,319,1,0,0,1,0,116,318,0,172,52,5,27,0,12,0,0,74,25,14.8
Keanu Tanuvasa,71398,DI,UTAH,7,4,4,,2,0,328,0,0,63.9,66.0,0.0,62.5,73.7,29.3,5,7,0,0,,31.8,7,0,5,0.0,0,1,0,8,0,0,380,372,56,304,4,8,0,8,235,145,0,12,11,4,0,13,0,0,0,
Akili Arnold,71406,S,USC,11,15,0,85.3,0,0,326,0,0,58.4,59.0,87.5,61.2,57.9,65.9,1,4,0,0,41,17.5,11,1,0,124.9,29,1,0,193,2,358,631,23,0,0,23,0,253,608,15,258,160,10,37,0,34,6,2,315,137,10.9
Easton Mascarenas-Arnold,71410,LB,USC,12,27,0,94.9,0,0,326,1,0,33.9,53.1,86.9,67.1,64.8,57.9,4,5,0,2,27,16.0,17,0,0,92.3,37,3,0,648,4,352,746,47,0,0,47,0,0,699,77,317,47,33,62,2,39,12,1,360,274,9.7
Silas Bolden,71674,WR,TEXAS,1,0,0,,0,0,311,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Sheldon Newton,71957,DI,BOISE ST,10,2,0,,0,0,120,0,0,60.9,60.8,82.8,56.3,62.7,51.4,1,6,0,0,,13.3,2,0,0,0.0,0,1,0,2,0,1,258,254,36,213,0,5,0,4,153,104,0,8,11,0,0,8,0,0,0,
DJ Harvey,72089,CB,S JOSE ST,12,9,0,56.5,0,0,285,1,1,90.3,90.6,85.9,63.9,86.0,63.6,0,4,1,4,43,15.4,10,7,2,56.9,35,1,0,87,682,412,817,4,0,0,4,0,0,813,9,396,43,20,46,3,62,5,3,276,72,7.9
Kamren Fabiculanan,72332,S,WASHINGTON,12,14,1,71.4,0,0,340,1,0,86.4,68.8,56.8,60.6,42.7,73.4,0,5,0,2,19,12.3,8,1,1,63.5,20,0,0,288,19,371,736,48,0,0,48,0,228,688,21,344,153,12,43,0,28,5,1,133,81,6.7
Raider Damuni,72338,S,BYU,11,6,0,80.0,0,0,128,0,0,63.0,67.5,81.9,57.3,75.4,69.4,0,0,0,0,24,14.8,4,0,0,104.6,8,0,0,90,6,130,241,9,0,0,9,0,90,232,4,107,46,7,17,2,10,0,0,91,63,11.4
Logan Pili,72354,LB,UTAH ST,7,3,0,,0,0,329,0,0,66.4,60.9,76.9,56.7,55.6,41.0,0,0,0,0,,33.3,3,0,0,0.0,0,0,0,38,0,15,47,2,0,0,2,0,0,45,3,29,7,1,3,0,0,0,0,0,0,
Zahran Manley,72425,CB,STANFORD,5,2,0,50.0,0,0,300,0,0,60.7,62.8,82.3,,72.6,54.1,0,0,0,0,67,17.6,3,4,2,105.4,12,0,0,18,240,169,268,3,0,0,3,0,0,265,0,99,7,0,12,0,24,0,2,195,81,16.3
Ian Shewell,72474,DI,ARIZONA ST,1,0,0,,0,0,110,0,0,,58.8,69.4,58.7,59.7,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,
Noa Pola-Gates,72535,CB,NEW MEXICO,11,9,0,51.2,0,1,241,0,0,67.8,69.6,14.1,63.8,78.8,63.5,0,0,0,0,59,10.5,6,8,4,95.3,21,0,0,55,578,334,646,8,0,0,8,0,1,638,3,309,3,9,42,0,41,0,2,337,128,16.0
Jadon Pearson,72538,LB,UTAH ST,10,12,0,64.7,0,1,329,0,0,63.6,61.8,80.2,54.6,60.5,51.6,2,4,0,0,12,17.3,9,1,0,94.7,11,0,0,249,1,163,317,10,0,1,9,0,0,307,22,132,57,18,31,3,17,6,1,78,68,7.1
Lavario Wiley,72769,CB,UNLV,8,5,0,76.9,0,0,325,0,0,59.3,61.7,81.0,,71.8,72.3,0,0,0,0,24,13.3,2,2,3,147.1,10,0,0,12,160,116,179,1,0,0,1,0,0,178,0,63,4,2,8,0,13,0,2,129,26,12.9
Keith Conley Jr.,72821,ED,UNLV,12,1,0,0.0,0,0,325,0,0,69.0,74.1,83.2,72.1,67.0,63.8,2,5,0,0,,16.7,2,0,0,39.6,0,3,0,0,0,5,215,215,1,55,122,37,0,0,135,75,0,6,9,0,1,10,0,0,0,
Henry Ikahihifo,73151,ED,NEVADA,13,7,0,100.0,0,0,239,0,0,60.0,68.0,55.3,68.3,67.8,56.2,3,8,0,0,71,18.4,7,0,2,118.8,4,3,0,28,0,53,535,501,0,0,501,0,0,34,234,248,6,21,24,3,4,14,0,90,80,22.5
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,9,11,0,81.3,0,2,101,1,0,67.4,71.9,89.7,64.9,77.3,61.9,0,5,0,0,24,15.5,9,2,0,104.9,26,2,0,65,1,222,461,82,0,0,82,0,31,379,27,212,281,21,38,5,32,7,0,294,122,11.3
Marco Notarainni,73389,LB,BOISE ST,12,14,0,62.5,0,1,120,1,0,67.4,78.4,40.5,59.7,85.9,44.3,3,7,0,0,36,19.0,11,1,1,106.3,5,1,0,395,0,177,419,17,0,0,17,0,0,402,62,180,6,25,33,3,8,11,0,106,58,21.2
Gio De Leon,73658,LB,BUFFALO,2,1,0,,0,0,126,0,0,60.0,67.0,73.8,,65.6,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,1,11,5,0,0,5,0,0,6,0,10,0,0,0,0,0,0,0,0,0,
Justin Houston,74101,CB,FRESNO ST,3,2,0,66.7,0,0,169,0,0,55.7,62.7,77.9,69.9,70.6,79.7,0,0,0,1,21,0.0,0,0,0,58.3,2,1,0,7,0,21,44,1,0,0,1,0,0,43,0,23,36,2,1,0,3,1,0,29,3,14.5
Taariq Al-Uqdah,74119,LB,WASH STATE,12,16,0,67.6,0,1,341,3,0,84.2,76.2,56.2,61.7,67.4,51.0,3,10,1,3,25,19.8,18,2,1,57.4,23,0,0,576,3,351,677,23,0,0,23,0,9,654,66,260,65,27,57,4,34,13,1,211,157,9.2
Justin Sinclair,74258,S,HAWAII,11,6,0,75.0,0,0,180,0,0,69.3,60.0,29.7,59.4,43.6,34.6,0,0,0,0,26,29.4,15,0,1,125.8,12,0,0,168,3,214,405,6,0,0,6,0,124,399,1,190,104,12,30,1,16,0,2,83,45,6.9
Zion Branch,74395,S,USC,10,5,0,64.7,0,0,326,0,0,65.6,68.1,82.3,74.6,68.0,78.1,0,1,0,0,32,9.1,2,3,0,124.9,11,1,0,67,1,127,217,4,0,0,4,0,114,213,3,87,31,5,15,1,17,2,2,121,50,11.0
Treven Ma'ae,74498,DI,BAYLOR,12,12,1,,0,0,118,0,0,60.2,67.4,84.9,60.8,69.0,72.8,6,12,0,0,,8.3,4,0,0,0.0,0,4,0,0,0,3,582,581,27,292,110,152,0,1,285,294,0,24,32,2,0,22,0,0,0,
Nathan Griffin,74957,LB,W KENTUCKY,1,1,0,100.0,0,0,346,0,0,48.1,49.7,70.1,,65.0,73.1,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,7,0,5,7,0,0,0,0,0,0,7,0,2,0,0,0,0,1,0,0,12,0,12.0
Jaymar Mundy,75041,CB,W KENTUCKY,4,1,0,100.0,0,0,346,0,0,38.0,39.6,74.9,,62.0,80.5,0,0,0,0,71,0.0,0,0,0,158.3,6,0,0,1,35,25,37,0,0,0,0,0,1,37,0,12,0,1,4,0,6,0,1,152,38,25.3
Jaylen Johnson,75046,S,OHIO,3,0,0,100.0,0,0,259,0,0,56.2,48.1,77.4,,36.0,27.5,0,0,0,0,16,50.0,1,0,0,150.0,2,0,0,10,0,28,46,3,0,0,3,0,27,43,0,18,6,1,1,0,2,0,1,21,1,10.5
Silas Walters,75263,S,MIAMI OH,12,19,0,52.6,0,0,221,1,0,85.0,83.2,88.7,57.5,76.3,73.9,0,0,0,0,19,12.0,10,6,0,70.7,20,0,0,240,4,458,789,7,0,0,7,0,229,782,4,327,308,9,54,1,38,0,1,146,40,7.3
Andre Proffitt,75264,DI,AKRON,3,1,0,,0,0,102,0,0,,51.0,75.2,56.9,50.8,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,12,17,0,0,0,0,10,19,0,0,1,0,0,0,0,0,0,
Chuck Hicks,75816,LB,MISSOURI,12,7,0,85.7,0,0,229,0,0,47.4,60.5,0.0,65.4,77.3,58.4,0,3,0,0,38,16.2,6,1,4,158.3,6,2,0,245,0,120,270,5,0,0,5,0,0,265,14,136,20,12,24,2,7,5,2,123,99,20.5
Caleb Tubbs,76053,CB,MIAMI OH,2,0,0,75.0,0,0,221,0,0,46.6,49.2,74.7,,63.1,76.6,0,0,0,0,20,0.0,0,0,0,96.9,3,0,0,0,30,11,30,0,0,0,0,0,0,30,0,19,0,0,2,0,4,0,0,31,8,10.3
Bam Booker,76122,ED,BOWL GREEN,3,0,0,,0,0,122,0,0,60.0,60.2,74.0,55.6,63.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,16,16,0,1,12,3,0,0,9,6,0,0,0,0,0,0,0,0,0,
Damaje Yancey,76532,CB,TROY,10,7,0,62.1,1,0,318,0,0,56.1,57.3,6.3,61.6,68.3,57.2,0,0,0,0,75,18.8,12,7,7,93.0,36,1,0,56,515,308,577,0,0,0,0,0,2,577,5,264,3,13,45,3,58,1,1,465,187,12.9
Capone Blue,76604,CB,WAKE,5,3,0,61.5,0,0,339,0,0,59.9,60.9,81.8,,63.8,61.2,0,0,0,0,24,16.7,4,1,1,121.2,16,0,0,17,224,147,247,1,0,0,1,0,0,246,0,100,5,4,17,0,26,0,3,183,42,11.4
Torey Richardson,76711,CB,TEMPLE,10,2,0,52.9,0,0,306,0,0,65.9,65.2,37.6,51.7,65.2,52.6,0,0,0,1,46,20.7,6,5,5,60.0,18,0,0,27,448,258,511,9,0,0,9,0,4,502,4,249,23,7,21,1,34,0,0,213,98,11.8
Dennis Briggs Jr.,76792,DI,ILLINOIS,12,14,0,,0,0,187,0,0,62.2,66.4,52.3,68.0,63.2,66.2,3,25,0,0,,13.2,5,0,2,0.0,0,2,0,0,0,0,616,616,1,267,12,336,0,0,338,278,0,14,19,1,0,30,0,0,0,
Antonio Colclough,76813,ED,BUFFALO,12,3,1,100.0,1,0,126,1,0,60.3,68.5,36.7,72.9,62.1,33.0,3,16,0,0,7,42.9,6,0,2,95.8,1,5,0,8,0,5,359,351,0,36,214,101,0,8,218,136,0,6,5,1,1,24,0,7,13,7.0
Darnell Jefferies,76999,DI,MINNESOTA,7,1,0,,0,0,225,0,0,60.0,59.3,9.4,56.4,66.4,75.2,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,82,82,4,60,10,8,0,0,53,29,0,2,3,0,0,0,0,0,0,
Justin Wright,77160,LB,OKLA STATE,6,2,0,50.0,0,0,262,0,0,40.8,49.8,0.0,61.0,68.7,66.3,1,3,0,0,50,12.5,2,0,3,133.3,3,0,0,141,0,66,158,4,0,0,4,0,0,154,14,78,13,7,12,0,6,4,1,72,63,24.0
Matt Harmon,77244,ED,KENT STATE,12,12,2,100.0,0,0,201,0,0,44.1,67.7,73.4,65.9,70.5,64.7,6,11,0,0,14,14.8,8,0,1,111.5,4,3,0,10,0,19,527,516,0,1,515,0,0,11,249,259,0,24,34,4,4,20,0,43,9,10.8
Daniel Bolden,77252,LB,TOLEDO,12,18,0,88.9,0,0,316,0,0,53.4,76.6,55.9,59.9,89.1,76.3,4,5,0,0,24,10.6,10,0,1,113.3,24,3,0,648,5,303,688,11,0,0,11,0,1,677,40,345,22,45,66,4,27,12,1,222,151,9.3
Keye Thompson,77266,LB,PITTSBURGH,10,12,0,80.0,0,0,268,0,0,65.8,72.2,0.0,56.7,82.0,64.4,2,3,0,0,24,13.5,5,1,2,151.3,4,0,0,242,0,97,247,3,0,0,3,0,0,244,42,108,1,16,20,1,5,5,1,54,38,13.5
Jace Ruder,77680,LB,N TEXAS,7,2,0,0.0,0,0,251,0,0,64.4,65.1,0.0,54.1,73.5,81.0,0,0,0,0,,0.0,0,0,1,39.6,0,0,0,42,0,14,54,9,0,0,9,0,0,45,10,30,3,3,4,1,1,0,0,0,0,
Tory Spears,78134,S,TEXAS ST,8,4,0,70.0,0,0,314,0,0,41.0,45.2,81.7,60.0,54.5,38.4,0,0,0,0,20,26.7,8,0,0,89.6,7,0,0,59,0,101,191,7,0,0,7,0,102,184,1,89,22,4,18,0,10,0,0,70,28,10.0
DaShon Bussell,78169,CB,W MICHIGAN,11,2,0,42.9,2,0,347,0,0,64.2,58.2,0.0,,47.0,43.8,0,0,0,0,17,25.0,3,2,5,61.0,3,0,0,15,175,101,194,2,0,0,2,0,0,192,0,93,2,1,7,0,7,0,0,39,9,13.0
Solomon Vanhorse,78573,HB,INDIANA,1,0,0,,0,0,190,0,0,,60.1,73.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Marque Collins,78999,CB,BYU,12,6,0,54.5,0,0,128,0,0,63.0,63.2,85.7,45.8,65.0,54.3,0,2,0,2,61,21.6,8,8,4,82.0,30,0,0,50,612,380,695,6,0,0,6,0,0,689,6,309,27,7,23,1,55,2,3,415,202,13.8
Cherif Seye,79240,ED,UCLA,9,0,1,,0,0,324,0,0,,54.5,17.8,65.9,34.3,76.1,1,5,0,0,,0.0,0,0,1,0.0,0,1,0,16,0,0,110,94,0,8,74,12,0,16,90,20,0,2,2,0,0,7,0,0,0,
Jayden McDonald,81249,LB,UCONN,12,30,0,80.0,0,0,146,0,0,70.1,75.8,0.0,69.4,79.0,67.1,2,13,0,1,26,14.4,19,2,4,78.2,32,5,0,650,0,313,738,19,0,0,19,0,2,719,114,311,67,56,83,6,40,20,0,211,160,6.6
Jared Small,81284,LB,ARIZONA,3,0,0,100.0,0,0,109,0,0,39.5,53.5,74.1,,75.8,76.1,0,0,0,0,15,0.0,0,0,0,118.8,1,0,0,22,0,3,22,0,0,0,0,0,0,22,0,19,0,1,2,0,1,0,0,15,19,15.0
Jalen Rayam,81425,LB,UTEP,1,0,0,100.0,0,0,330,0,0,60.0,53.9,64.6,,55.5,73.6,0,0,0,0,2,0.0,0,0,0,79.2,1,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,2,3,2.0
Moroni Anae,81437,ED,UTAH,1,0,0,,0,0,328,0,0,60.2,63.4,72.6,63.8,57.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,2,8,4,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,
Jermayne Lole,82212,DI,TEXAS,13,10,0,,0,1,311,0,0,60.2,76.1,83.9,68.0,76.2,60.7,3,6,0,0,,12.5,4,0,0,0.0,0,0,0,0,0,1,351,351,125,139,4,83,0,0,156,194,0,14,18,4,0,9,0,0,0,
Matt Lawson,82266,DI,NEW MEX ST,12,14,2,,0,0,242,0,0,63.3,68.6,85.1,58.9,70.6,71.3,1,3,0,0,,6.1,2,0,0,0.0,0,0,0,0,0,1,428,428,152,267,2,7,0,0,202,225,0,14,17,3,0,4,0,0,0,
Ezekiel Holmes,82281,DI,ILLINOIS,12,1,1,,0,0,187,0,0,,62.1,79.8,57.9,64.7,56.4,0,6,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,210,210,0,26,6,178,0,0,125,85,0,4,4,2,0,6,0,0,0,
Maurice Strong Jr.,82408,DI,S ALABAMA,12,1,1,,0,0,288,0,0,64.7,67.3,43.2,57.7,73.1,42.8,0,8,0,0,,18.5,5,0,2,0.0,0,1,0,0,0,0,442,442,3,304,64,71,0,0,226,216,0,16,21,4,0,9,0,0,0,
Jacob Mangum-Farrar,82557,ED,INDIANA,8,2,0,100.0,0,1,190,1,0,61.1,64.2,82.1,61.9,63.7,50.7,0,5,0,0,17,28.6,2,0,0,92.7,4,1,0,0,0,17,114,112,0,8,99,5,0,2,51,46,2,3,3,1,4,6,0,25,27,6.3
Raymond Scott,82560,LB,JAMES MAD,10,8,0,68.8,0,0,197,0,0,62.2,66.7,80.9,67.1,68.3,67.5,1,3,0,0,29,10.3,3,1,0,81.8,11,0,0,143,1,101,190,15,0,0,15,0,0,175,12,77,31,10,18,1,16,4,0,86,82,7.8
Solomon Tuliaupupu,82562,ED,USC,9,5,0,100.0,0,0,326,0,0,58.8,62.1,85.3,54.1,68.3,58.2,1,2,0,0,14,12.5,2,0,0,100.0,3,0,0,7,0,22,155,147,0,1,146,0,0,8,66,67,1,5,9,0,3,3,0,24,27,8.0
Ale Kaho,82646,LB,UCLA,8,8,1,90.0,0,0,324,0,0,54.0,60.3,24.0,71.3,63.0,43.6,1,1,0,0,18,20.0,7,0,1,131.3,9,2,0,184,0,104,231,37,0,0,37,0,0,194,28,99,9,9,20,0,10,4,1,75,61,8.3
Jaden Robinson,83074,CB,OREGON ST,8,7,0,64.1,1,0,265,1,0,58.3,59.0,34.4,69.2,61.6,63.3,1,0,0,0,36,15.6,7,2,2,102.7,25,0,0,47,390,226,463,10,0,0,10,0,0,453,5,232,16,8,31,1,39,1,2,282,51,11.3
Dustin Johnson,83197,S,OHIO,12,17,0,64.5,0,0,259,1,0,53.0,54.3,87.1,73.4,53.7,49.9,0,0,0,0,42,22.2,20,1,0,129.4,20,0,0,158,1,402,677,2,0,0,2,0,456,675,4,271,60,14,53,1,31,0,4,253,79,12.7
Jarvis Ware,83314,CB,UNLV,11,4,0,60.7,0,1,325,0,0,69.6,67.9,0.0,91.1,54.0,59.7,0,0,0,0,57,17.4,4,3,2,101.0,17,1,0,21,266,226,350,0,0,0,0,0,18,350,2,122,44,7,15,0,28,1,1,245,77,14.4
Chris Mills,83315,CB,TEXAS ST,12,2,0,45.5,0,1,314,0,0,62.4,62.8,85.6,55.9,62.3,74.9,0,0,0,1,31,9.1,3,3,3,68.3,20,0,0,46,512,314,582,15,0,0,15,0,5,567,3,265,4,11,28,2,44,0,2,239,57,12.0
Brendon Harris,83446,S,MIDDLE TN,2,5,0,83.3,0,0,224,0,0,59.0,60.2,0.0,55.0,69.9,75.5,0,0,0,0,16,9.1,2,1,1,89.6,5,0,0,44,0,72,124,9,0,0,9,0,54,115,7,45,17,4,15,1,6,0,0,33,27,6.6
Fa'Najae Gotay,83821,LB,AUBURN,3,2,0,66.7,0,0,115,0,0,41.3,56.9,73.4,56.9,81.8,79.0,0,1,0,0,28,0.0,0,0,0,109.0,2,0,0,36,0,22,42,2,0,0,2,0,0,40,3,17,4,2,2,0,3,1,0,37,10,18.5
Alex Williams,83824,ED,MIDDLE TN,6,1,0,,0,0,224,0,0,60.4,62.4,40.9,62.2,62.6,29.8,2,5,0,0,,36.4,4,0,1,0.0,0,1,0,1,0,0,193,192,1,70,61,60,0,1,106,87,0,5,6,0,0,8,0,0,0,
Bryan Addison,83825,S,UCLA,12,10,0,61.3,1,0,324,1,0,72.2,71.1,20.6,54.4,73.3,78.3,0,0,1,2,59,10.5,6,4,3,72.1,19,0,0,197,0,457,745,18,0,0,18,0,417,727,11,277,113,6,41,2,31,0,1,261,158,13.7
Armani-Eli Adams,83838,S,W MICHIGAN,10,2,0,85.7,0,0,347,0,0,61.3,55.3,80.8,47.7,46.0,37.3,0,1,0,0,30,30.0,6,1,0,156.3,6,0,0,68,0,106,200,5,0,0,5,0,103,195,3,91,24,5,12,0,7,1,1,84,30,14.0
Jayden Dunlap,85725,CB,BYU,4,0,0,100.0,0,0,128,0,0,61.0,61.4,72.7,,60.0,73.5,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,1,19,16,20,0,0,0,0,0,0,20,0,4,0,0,1,0,1,0,0,12,1,12.0
Gracen Halton,85774,DI,OKLAHOMA,12,4,0,,0,2,261,1,0,60.0,74.5,38.6,76.7,69.8,63.4,1,23,0,0,,12.0,3,0,2,0.0,0,4,1,2,0,0,379,376,62,245,23,46,0,3,224,155,0,16,18,2,0,28,0,0,0,
Kitione Tau,86077,DI,NEVADA,11,1,0,,0,0,239,0,0,60.0,66.5,82.1,68.4,62.5,75.7,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,144,144,49,85,0,10,0,0,59,85,0,3,6,1,0,3,0,0,0,
