player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Savion Washington,130505,T,SYRACUSE,12,100.0,0,304,70.4,73.4,68.4,2,12,595,100.0,100.0,98.3,6,17,3,960,0,0,0,960,633,633,0,956,327,0
Mark Petry,123053,G,SYRACUSE,12,100.0,0,304,60.9,66.1,56.5,3,17,596,100.0,100.0,97.8,3,23,3,958,0,0,0,958,632,632,956,0,326,0
Caleb Rogers,123157,T,TEXAS TECH,12,100.0,0,315,70.7,76.4,70.1,4,14,545,100.0,100.0,97.8,9,21,3,954,0,186,0,954,574,574,115,651,380,1
Sheridan Wilson,157336,C,TEXAS TECH,12,100.0,0,315,64.6,87.2,58.8,3,8,545,100.0,100.0,99.0,8,11,0,950,950,0,0,950,574,574,0,0,376,0
CJ James Jr.,151192,C,UTSA,12,100.0,0,331,70.8,76.3,72.8,1,10,545,100.0,100.0,99.0,10,11,0,944,944,0,0,944,578,578,0,0,366,0
Kamar Missouri,129890,T,UTSA,12,100.0,0,331,53.4,46.8,56.5,2,27,526,100.0,100.0,96.7,2,32,3,911,0,3,908,911,556,556,0,0,355,0
Xavier Hill,124098,G,MEMPHIS,12,100.0,0,218,83.2,86.8,80.4,1,8,497,100.0,100.0,98.7,3,11,2,904,0,490,0,904,528,528,5,407,376,1
Richard Pearce,151054,G,NEW MEXICO,12,100.0,0,241,70.6,70.6,75.1,0,6,435,100.0,100.0,99.3,10,6,0,904,0,0,2,904,476,476,896,0,428,6
Chris Adams,145359,T,MEMPHIS,12,99.9,1,218,82.2,80.5,84.1,4,15,496,99.8,99.8,98.1,9,19,0,903,0,0,901,904,527,528,0,0,376,2
Jonah Gambill,121763,G,MEMPHIS,12,100.0,0,218,66.4,75.5,63.8,2,11,495,100.0,100.0,98.7,4,13,0,902,8,0,1,902,526,526,893,0,376,0
McKenzie Agnello,160062,C,NEW MEXICO,12,99.9,0,241,74.8,73.5,76.0,1,6,435,100.0,99.8,99.2,7,7,0,901,636,0,10,902,473,474,0,215,428,41
Ryan Linthicum,144122,C,CLEMSON,13,100.0,1,140,66.9,69.9,63.9,3,14,524,100.0,100.0,97.8,2,20,3,899,899,0,0,899,554,554,0,0,345,0
Baraka Beckett,81883,G,NEW MEXICO,12,100.0,1,241,69.4,91.5,66.5,0,3,434,100.0,100.0,99.7,8,3,0,897,0,890,6,897,475,475,0,1,422,0
Trent Holler,105818,C,MEMPHIS,12,100.0,1,218,82.0,84.5,78.8,0,3,495,100.0,100.0,98.9,1,7,4,895,895,0,0,895,525,525,0,0,370,0
Cooper Mays,124289,C,TENNESSEE,13,100.0,0,307,68.8,75.7,67.1,0,9,426,100.0,100.0,98.7,4,10,1,887,887,0,0,887,460,460,0,0,427,0
Dorion Strawn,150063,T,TEXAS ST,12,99.9,0,314,78.0,78.6,73.4,5,17,440,99.8,99.8,97.0,1,24,2,886,0,2,878,887,462,463,0,0,424,7
Chayse Todd,97851,C,TEXAS ST,12,100.0,0,314,67.8,82.1,66.0,1,3,440,100.0,100.0,99.5,10,4,0,885,885,0,0,885,462,462,0,0,423,0
PJ Williams,158685,T,SMU,13,99.9,0,287,76.0,78.6,74.9,4,10,421,99.8,99.8,98.1,12,15,1,881,0,0,200,882,461,462,0,660,420,22
Wyatt Bowles,81896,G,UTAH ST,12,100.0,1,329,63.8,64.3,63.6,3,12,483,100.0,100.0,98.0,6,17,2,881,0,753,72,881,510,510,55,0,371,1
Mickey Rewolinski,130473,G,E MICHIGAN,12,100.0,0,160,76.9,86.4,72.0,1,5,472,100.0,100.0,99.2,1,7,1,875,0,770,104,875,502,502,0,1,373,0
Alex Harkey,157695,T,TEXAS ST,12,99.9,2,314,85.8,79.3,84.5,0,9,437,99.8,99.8,98.3,4,12,3,875,0,0,4,876,461,462,59,780,414,30
Walter Young Bear,133127,G,TULSA,12,100.0,2,320,61.5,69.5,58.8,2,11,478,100.0,100.0,98.4,5,14,1,874,0,873,0,874,508,508,0,0,366,0
Kasen Carpenter,173292,C,TULSA,12,100.0,0,320,50.5,64.8,42.7,1,15,475,100.0,100.0,98.1,2,17,1,873,853,0,0,873,507,507,20,0,366,0
Nash Jones,133226,G,TEXAS ST,12,100.0,0,314,71.6,72.1,71.1,3,8,436,100.0,100.0,98.7,4,11,0,870,0,868,0,870,458,458,0,0,412,1
Mehki Butler,147056,G,ARK STATE,12,100.0,0,113,75.7,74.9,75.0,0,15,483,100.0,100.0,98.4,0,15,0,868,0,868,0,868,512,512,0,0,356,0
Will Campbell,157106,T,LSU,12,100.0,0,211,72.2,80.6,69.7,5,11,524,100.0,100.0,98.1,9,18,2,866,0,0,861,866,558,558,0,2,308,1
Emery Jones Jr.,157117,T,LSU,12,100.0,1,211,61.7,67.4,61.0,4,23,522,100.0,100.0,97.2,9,28,1,864,0,0,0,864,556,556,0,859,308,3
DJ Chester,172473,C,LSU,12,100.0,1,211,47.8,62.6,48.2,3,18,524,100.0,100.0,97.4,13,24,3,864,864,0,0,864,557,557,0,0,307,0
Derek Bowman,123654,T,USF,12,100.0,1,327,56.2,60.0,52.8,5,18,467,100.0,100.0,96.9,6,26,3,864,0,0,3,864,504,504,3,857,360,1
Brady Wilson,121508,C,UAB,12,100.0,0,321,85.5,86.1,84.1,4,5,515,100.0,100.0,99.1,1,9,0,863,863,0,0,863,542,542,0,0,321,0
Blake Miller,156248,T,CLEMSON,13,100.0,0,140,75.1,77.1,68.2,2,14,503,100.0,100.0,98.2,1,17,1,861,0,0,101,861,533,533,0,754,328,6
Joshua Gray,98252,G,OREGON ST,12,100.0,0,265,72.9,63.1,74.6,4,7,420,100.0,100.0,98.5,2,12,1,860,0,860,0,860,446,446,0,0,414,0
Pichon Wimbley,158371,G,GA SOUTHRN,12,100.0,0,174,54.9,84.6,43.2,2,7,478,100.0,100.0,98.6,3,11,2,859,0,857,0,859,518,518,0,1,341,1
Andrew Madrigal,71502,C,NEVADA,13,100.0,0,239,68.7,68.4,68.7,4,11,426,100.0,100.0,98.2,6,15,0,859,859,0,0,859,462,462,0,0,397,0
Tomas Rimac,144783,G,W VIRGINIA,12,100.0,0,343,77.0,80.3,76.0,1,8,401,100.0,100.0,98.9,5,9,0,856,0,855,0,856,434,434,0,0,422,0
Hayden Conner,144723,G,TEXAS,13,100.0,0,311,73.3,88.6,68.3,2,8,456,100.0,100.0,98.9,2,10,0,855,50,805,0,855,475,475,0,0,380,0
Isaiah World,158252,T,NEVADA,13,100.0,0,239,70.2,82.4,61.3,2,12,421,100.0,100.0,98.1,8,15,1,854,0,0,852,854,457,457,0,0,397,0
BJ Williams,170127,G,PITTSBURGH,12,100.0,1,268,65.9,70.8,63.8,7,13,550,100.0,100.0,97.6,3,23,3,853,0,0,0,853,590,590,853,0,263,0
Ryan Baer,156362,T,PITTSBURGH,12,100.0,0,268,57.8,52.4,65.4,6,31,550,100.0,100.0,95.7,6,42,5,853,0,0,308,853,590,590,0,545,263,0
Jarrod Hufford,99440,C,IOWA STATE,12,100.0,0,193,67.9,77.2,65.4,0,7,436,100.0,100.0,99.0,6,8,1,852,840,12,0,852,469,469,0,0,383,0
Willie Lampkin,122344,G,N CAROLINA,12,100.0,1,245,85.6,88.8,87.6,4,4,440,100.0,100.0,99.1,5,8,0,851,0,0,0,851,473,473,851,0,378,0
Hollin Pierce,129899,T,RUTGERS,12,100.0,0,278,85.2,81.1,82.9,4,13,408,100.0,100.0,97.7,2,18,1,851,0,0,850,851,433,433,0,0,418,0
Kwabena Asamoah,156503,G,RUTGERS,12,100.0,0,278,67.2,55.3,68.6,3,12,407,100.0,100.0,97.7,1,17,2,850,0,0,0,850,432,432,849,0,418,0
Gus Zilinskas,145132,C,RUTGERS,12,100.0,0,278,70.4,72.7,70.3,2,10,408,100.0,100.0,98.3,5,13,1,850,850,0,0,850,433,433,0,0,417,0
Nick Malone,99421,T,W VIRGINIA,12,100.0,1,343,81.5,81.6,79.0,1,12,402,100.0,100.0,97.9,4,15,2,848,0,0,6,848,434,434,0,841,414,0
Evan Malcore,158043,T,N ILLINOIS,12,100.0,0,254,65.7,67.3,64.0,1,7,391,100.0,100.0,98.5,3,10,2,848,0,1,842,848,409,409,0,5,439,0
E'Marion Harris,157022,G,ARKANSAS,12,100.0,0,111,52.6,51.9,49.5,5,25,464,100.0,100.0,95.5,1,36,6,846,0,445,12,846,484,484,0,387,362,1
Noah Smith,147054,T,ARK STATE,12,100.0,1,113,39.7,35.7,43.2,6,30,469,100.0,100.0,95.1,6,41,5,846,0,0,603,846,497,497,0,243,349,0
Josh Atwood,128073,C,UMASS,12,100.0,1,216,66.7,69.0,65.9,1,10,401,100.0,100.0,97.9,6,14,3,845,507,0,0,845,431,431,337,0,414,0
Coleton Price,158567,C,BAYLOR,12,100.0,0,118,69.0,67.3,69.4,1,10,406,100.0,100.0,98.4,4,12,1,845,845,0,0,845,438,438,0,0,407,0
Ja'Quay Hubbard,99678,G,W VIRGINIA,12,100.0,0,343,62.4,72.9,58.8,3,8,401,100.0,100.0,97.6,3,15,4,844,0,0,0,844,434,434,844,0,410,0
AJ Vaipulu,74652,G,NEW MEX ST,12,100.0,0,242,66.7,58.8,68.6,2,17,379,100.0,100.0,97.2,4,20,1,842,88,754,0,842,408,408,0,0,434,0
Francis Mauigoa,170088,T,MIAMI FL,12,100.0,2,220,70.7,72.6,68.0,1,16,500,100.0,100.0,98.1,5,18,1,842,0,0,0,842,541,541,0,841,301,1
Zach Carpenter,101539,C,MIAMI FL,12,100.0,1,220,69.9,83.0,62.3,0,9,500,100.0,100.0,98.5,3,12,3,841,841,0,0,841,541,541,0,0,300,0
Simione Pale,176626,G,STANFORD,12,100.0,0,300,56.8,59.0,59.2,1,21,459,100.0,100.0,97.4,8,23,1,841,0,0,0,841,493,493,840,0,348,0
Parker Moorer,99422,T,E CAROLINA,12,99.9,2,156,69.9,74.9,66.0,5,9,441,99.8,99.8,98.2,6,15,1,841,0,0,826,842,470,471,0,0,371,14
Miles Frazier,123626,G,LSU,12,100.0,1,211,68.6,87.3,62.3,1,11,510,100.0,100.0,98.8,3,12,0,841,0,0,0,841,544,544,839,0,297,0
Dustyn Hall,101036,C,E CAROLINA,12,100.0,0,156,76.6,78.5,76.7,2,5,441,100.0,100.0,99.2,4,7,0,841,841,0,0,841,470,470,0,0,371,0
Chase Lundt,98515,T,UCONN,12,100.0,0,146,88.3,72.7,89.0,1,8,404,100.0,100.0,98.9,1,9,0,840,0,1,0,840,423,423,0,838,417,1
Valentin Senn,100533,T,UCONN,12,100.0,1,146,81.0,70.3,82.1,0,15,404,100.0,100.0,98.1,3,15,0,840,0,0,836,840,423,423,0,0,417,4
Michael Flores,108560,C,DOMINION,12,100.0,0,263,56.9,65.7,55.7,4,10,410,100.0,100.0,97.6,7,17,3,839,839,0,0,839,435,435,0,0,404,0
Jakob Bradford,144039,G,SYRACUSE,12,99.9,0,304,59.3,69.7,54.8,3,15,524,99.8,99.8,98.1,4,19,1,838,0,838,0,839,555,556,0,0,283,0
Zach Barlev,144807,T,DOMINION,12,100.0,0,263,64.8,65.9,61.0,3,14,409,100.0,100.0,97.2,0,20,3,838,0,207,631,838,434,434,0,0,404,0
Will O'Steen,125373,T,JVILLE ST,12,100.0,0,196,79.0,72.2,76.9,2,5,309,100.0,100.0,98.2,1,9,2,835,0,0,826,835,339,339,0,0,496,9
Jakai Clark,97645,C,SMU,13,100.0,0,287,69.9,86.5,69.2,0,6,407,100.0,100.0,99.0,10,7,1,835,783,0,0,835,443,443,52,0,392,0
Joshua Braun,124371,G,ARKANSAS,12,100.0,1,111,73.3,85.9,71.5,2,5,458,100.0,100.0,99.0,4,8,1,835,0,0,0,835,478,478,835,0,357,0
Marcus Bryant,121917,T,MISSOURI,12,100.0,1,229,74.2,70.9,76.0,3,13,399,100.0,100.0,96.7,5,21,5,835,0,1,832,835,418,418,0,0,417,1
Christopher Fortin,147384,G,UCONN,12,100.0,0,146,75.7,74.4,76.1,3,9,402,100.0,100.0,98.5,3,12,0,835,0,401,1,835,421,421,433,0,414,0
Davion Carter,158004,G,TEXAS TECH,12,100.0,0,315,71.2,85.9,66.7,0,8,468,100.0,100.0,98.9,2,9,1,834,0,2,0,834,494,494,830,0,340,1
Jordan Williams,122503,T,GA TECH,12,100.0,0,176,66.7,78.1,60.4,2,8,394,100.0,100.0,98.5,4,11,1,834,0,2,0,834,413,413,0,829,421,2
Fernando Carmona,146185,T,ARKANSAS,12,100.0,1,111,65.8,67.2,65.0,3,14,458,100.0,100.0,97.1,5,22,5,834,0,0,833,834,478,478,0,0,356,0
Christian Jones,146145,T,S DIEGO ST,12,100.0,0,284,53.6,57.0,51.8,6,15,437,100.0,100.0,96.9,4,24,3,834,0,47,784,834,472,472,1,0,362,2
Ethan Crowe,130330,C,BALL ST,12,100.0,0,117,70.6,85.9,62.4,3,3,490,100.0,100.0,99.2,1,7,1,834,834,0,0,834,514,514,0,0,320,0
Keylan Rutledge,156597,G,GA TECH,12,100.0,0,176,64.4,78.5,60.4,1,3,394,100.0,100.0,99.5,2,4,0,833,0,0,2,833,413,413,830,0,420,1
Gavin Gerhardt,123561,C,CINCINNATI,12,100.0,1,138,71.4,73.6,72.1,1,9,445,100.0,100.0,98.4,8,12,2,832,831,1,0,832,466,466,0,0,366,0
Vershon Lee,124246,C,S CAROLINA,12,100.0,0,289,69.3,64.9,71.2,1,16,387,100.0,100.0,96.5,6,22,5,831,829,0,1,831,422,422,0,0,409,0
Trey Wedig,129935,T,INDIANA,13,100.0,0,190,83.5,74.2,85.1,1,12,396,100.0,100.0,97.9,3,15,2,830,0,0,0,830,421,421,0,830,409,0
Carter Smith,156399,T,INDIANA,13,100.0,0,190,80.1,79.5,75.7,4,6,396,100.0,100.0,98.2,2,12,2,830,0,0,823,830,421,421,0,0,409,6
Mike Katic,101575,C,INDIANA,13,100.0,0,190,73.7,75.7,71.3,1,7,396,100.0,100.0,98.5,2,10,2,830,830,0,0,830,421,421,0,0,409,0
Bray Lynch,156401,G,INDIANA,13,100.0,1,190,69.0,72.4,67.1,0,9,396,100.0,100.0,98.6,5,10,1,830,0,0,0,830,421,421,830,0,409,0
Bert Hale,122675,G,LA TECH,12,100.0,0,208,66.9,84.7,61.4,2,4,442,100.0,100.0,99.3,4,6,0,830,0,827,0,830,453,453,0,1,377,0
Jake Majors,123123,C,TEXAS,13,100.0,0,311,72.9,85.1,68.5,1,10,444,100.0,100.0,98.8,4,11,0,830,830,0,0,830,460,460,0,0,370,0
Weston Franklin,143913,C,GA TECH,12,100.0,0,176,64.6,73.5,65.0,3,6,391,100.0,100.0,98.6,7,10,1,829,829,0,0,829,410,410,0,0,419,0
Ross Ulugalu-Maseuli,146155,G,S DIEGO ST,12,100.0,0,284,69.6,75.1,68.5,0,11,436,100.0,100.0,98.3,6,13,2,828,20,615,0,828,470,470,193,0,358,0
Cameron Williams,163867,T,TEXAS,13,100.0,1,311,71.5,77.2,73.6,2,12,443,100.0,100.0,98.0,13,16,2,827,0,0,0,827,459,459,0,826,368,1
Hayden Christman,170453,T,LA TECH,12,100.0,0,208,62.0,67.7,56.1,3,13,439,100.0,100.0,97.0,3,21,5,827,0,0,0,827,452,452,0,815,375,10
Armand Membou,125008,T,MISSOURI,12,100.0,1,229,90.6,86.6,87.6,0,8,392,100.0,100.0,99.0,4,8,0,827,0,1,0,827,411,411,0,800,416,26
John Williams,123585,T,CINCINNATI,12,100.0,0,138,75.1,86.3,65.2,1,6,441,100.0,100.0,99.0,2,8,1,826,0,0,823,826,461,461,0,0,365,3
Bryson Broadway,137997,T,GA SOUTHRN,12,100.0,1,174,65.3,64.9,64.8,2,21,453,100.0,100.0,96.6,6,27,4,826,0,1,0,826,493,493,0,822,333,3
Justin Osborne,99071,G,SMU,13,100.0,1,287,67.0,76.4,64.2,2,6,401,100.0,100.0,98.3,6,11,3,826,103,0,0,826,437,437,610,111,389,2
Trevor Brock,171197,G,BUFFALO,12,100.0,0,126,60.9,59.2,58.9,5,9,368,100.0,100.0,97.6,0,16,2,825,0,820,0,825,387,387,0,0,438,2
Nofoafia Tulafono,128438,C,WYOMING,12,100.0,1,351,63.9,86.4,57.1,1,5,379,100.0,100.0,99.2,4,6,0,824,824,0,0,824,403,403,0,0,421,0
Jon Mucciolo,108593,G,BALL ST,12,100.0,0,117,64.2,72.5,61.7,3,8,484,100.0,100.0,98.5,3,13,2,824,0,824,0,824,507,507,0,0,317,0
Howard Sampson,156612,T,N CAROLINA,12,100.0,0,245,70.3,73.3,70.0,3,11,423,100.0,100.0,97.2,10,19,5,824,0,0,822,824,454,454,0,0,370,2
Iapani Laloulu,174128,C,OREGON,12,100.0,0,264,71.6,76.3,71.7,4,6,410,100.0,100.0,98.8,7,10,0,823,707,1,1,823,439,439,110,1,384,1
Carter Fouty,156989,G,TOLEDO,12,100.0,1,316,55.6,57.2,53.9,3,13,440,100.0,100.0,98.2,5,16,0,821,0,821,0,821,467,467,0,0,354,0
Grant Starck,128245,T,OREGON ST,12,100.0,0,265,68.3,76.3,62.4,2,12,417,100.0,100.0,97.6,5,17,3,821,0,0,1,821,443,443,0,820,378,0
Brennan Smith,149139,G,UTEP,12,100.0,1,330,63.4,64.7,62.9,2,15,433,100.0,100.0,97.3,5,20,3,821,155,660,0,821,454,454,0,6,367,0
Cole Rhett,171386,T,TOLEDO,12,100.0,0,316,56.8,53.8,59.0,3,26,440,100.0,100.0,94.7,3,38,9,821,0,0,0,821,467,467,0,821,354,0
Tyler Doty,130407,G,BUFFALO,12,100.0,0,126,66.7,72.8,64.1,0,6,368,100.0,100.0,99.2,2,6,0,821,0,0,0,821,387,387,817,0,434,2
Dom Polizzi,97651,C,BUFFALO,12,100.0,0,126,69.2,73.4,65.5,2,8,368,100.0,100.0,98.6,1,10,0,820,820,0,0,820,385,385,0,0,435,0
Markell Samuel,122253,T,APP STATE,11,100.0,0,108,53.1,54.8,52.4,3,18,432,100.0,100.0,96.4,3,26,5,820,0,3,817,820,469,469,0,0,351,0
Ka'ena Decambra,146066,T,HAWAII,12,100.0,0,180,76.0,74.0,73.8,2,19,576,100.0,100.0,97.8,4,23,2,820,0,0,817,820,602,602,0,0,218,3
Tyler Miller,122526,T,IOWA STATE,12,100.0,0,193,56.4,60.1,53.3,2,24,423,100.0,100.0,96.7,2,27,1,819,0,0,0,819,454,454,0,809,365,10
Malik Williams,128441,T,S JOSE ST,12,100.0,1,285,47.9,45.9,51.6,7,17,522,100.0,100.0,97.7,5,24,0,819,0,0,819,819,563,563,0,0,256,0
Jack Hollifield,144079,C,APP STATE,11,100.0,0,108,77.1,80.1,74.3,3,9,432,100.0,100.0,98.6,3,12,0,819,819,0,0,819,468,468,0,0,351,0
Gerad Lichtenhan,131673,T,OREGON ST,12,100.0,0,265,83.9,86.4,77.5,1,8,405,100.0,100.0,98.1,1,12,3,818,0,0,815,818,429,429,0,0,389,3
Ajani Cornelius,142968,T,OREGON,12,99.9,0,264,75.9,78.9,73.3,2,14,409,100.0,99.8,97.6,4,18,2,818,0,1,0,819,437,438,1,798,381,16
Aliou Bah,157068,G,MARYLAND,12,100.0,0,215,52.1,60.0,48.2,3,12,507,100.0,100.0,98.3,9,16,1,817,0,0,0,817,539,539,817,0,278,0
Mason Murphy,74236,T,USC,12,100.0,1,326,55.6,58.2,60.4,11,13,498,100.0,100.0,97.0,10,27,3,817,0,0,45,817,517,517,0,771,300,1
Nate Williams,130322,T,S DIEGO ST,12,100.0,0,284,71.2,74.7,71.7,2,12,429,100.0,100.0,97.2,10,19,5,817,0,0,1,817,461,461,0,815,356,1
James Dawn II,160282,G,SM HOUSTON,12,100.0,1,281,65.9,77.2,61.6,2,4,366,100.0,100.0,98.6,1,8,2,817,0,34,0,817,383,383,783,0,434,0
Evan Wibberley,156645,C,W KENTUCKY,12,100.0,0,346,67.1,87.6,57.0,0,8,450,100.0,100.0,99.1,2,8,0,816,816,0,0,816,470,470,0,0,346,0
Jordan Seaton,183886,T,COLORADO,12,100.0,3,143,67.4,77.1,61.2,5,20,536,100.0,100.0,97.3,14,27,2,816,0,0,816,816,578,578,0,0,238,0
Marshall Jackson,72689,T,W KENTUCKY,12,100.0,0,346,73.2,77.3,67.6,3,13,450,100.0,100.0,97.3,3,20,4,816,0,0,0,816,470,470,3,812,346,1
Paul Rubelt,123761,T,UCF,12,100.0,1,323,69.2,78.7,65.5,3,9,365,100.0,100.0,97.3,5,16,4,815,0,0,0,815,378,378,0,803,437,12
Amari Kight,99064,T,UCF,12,100.0,1,323,78.3,82.0,75.2,2,7,365,100.0,100.0,97.7,5,13,4,815,0,0,807,815,378,378,0,0,437,6
Trevor Timmons,145577,T,GA STATE,12,100.0,1,175,58.9,55.4,60.3,5,29,479,100.0,100.0,96.0,3,36,2,815,0,0,0,815,511,511,0,815,304,0
Falepule Alo,128376,C,UTAH ST,11,100.0,0,329,68.4,74.8,66.1,6,6,456,100.0,100.0,98.5,4,13,1,815,814,0,0,815,480,480,0,0,335,0
Hampton Ergle,123795,G,E CAROLINA,12,100.0,0,156,54.5,42.6,58.3,5,12,428,100.0,100.0,97.1,4,21,4,815,0,396,0,815,456,456,419,0,359,0
Adrian Medley,98550,G,UCF,12,100.0,2,323,68.5,73.2,66.1,2,6,365,100.0,100.0,97.8,3,12,4,815,0,815,0,815,378,378,0,0,437,0
Josh Conerly Jr.,163291,T,OREGON,12,99.5,0,264,79.5,81.9,75.6,2,2,406,99.5,99.3,99.3,4,5,1,814,0,3,795,818,434,437,1,0,380,13
Ethan Miner,98068,C,MISS STATE,12,100.0,0,227,69.3,78.6,63.9,0,9,448,100.0,100.0,98.3,1,12,3,814,814,0,0,814,483,483,0,0,331,0
Alec Johnson,156693,C,GA STATE,12,100.0,0,175,55.4,63.0,50.1,4,10,479,100.0,100.0,98.1,1,16,2,814,814,0,0,814,512,512,0,0,302,0
Caelan Shepard,98489,T,BUFFALO,12,100.0,0,126,61.0,49.7,64.0,5,14,368,100.0,100.0,96.6,2,22,3,814,0,1,0,814,388,388,0,808,426,2
Ethan Spoth,156998,G,TOLEDO,12,100.0,1,316,68.2,76.6,63.6,1,10,435,100.0,100.0,98.7,3,11,0,814,285,0,0,814,462,462,529,0,352,0
Bryce Benhart,98531,T,NEBRASKA,12,100.0,0,238,74.1,67.8,75.0,2,23,431,100.0,100.0,96.2,3,29,4,813,0,0,0,813,464,464,0,810,349,3
Ben Scott,98398,C,NEBRASKA,12,100.0,0,238,64.7,83.2,59.5,1,12,431,100.0,100.0,98.3,6,14,1,813,813,0,0,813,464,464,0,0,349,0
Justin Evans,156464,G,NEBRASKA,12,100.0,1,238,70.2,65.9,70.7,0,7,431,100.0,100.0,98.7,3,9,2,813,0,810,0,813,464,464,0,3,349,0
Logan Zschernitz,100262,C,N ILLINOIS,12,100.0,0,254,74.3,71.1,73.5,4,12,376,100.0,100.0,97.6,2,17,1,813,590,15,0,813,394,394,208,0,419,0
James Brockermeyer,125681,C,TCU,12,100.0,0,305,71.5,81.1,67.7,1,7,477,100.0,100.0,99.0,5,9,1,812,812,0,0,812,500,500,0,0,312,0
Ethan Mottinger,128100,G,UMASS,12,100.0,1,216,67.5,70.0,66.7,5,10,383,100.0,100.0,97.0,6,19,4,812,0,213,0,812,413,413,292,307,399,0
Kamaar Bell,99073,G,S CAROLINA,12,100.0,0,289,58.1,55.7,56.9,3,15,382,100.0,100.0,97.1,3,20,2,812,0,808,1,812,417,417,1,0,395,0
Leif Fautanu,101261,C,ARIZONA ST,12,100.0,0,110,69.9,85.0,67.6,0,8,380,100.0,100.0,98.9,6,8,0,811,811,0,0,811,397,397,0,0,414,0
Reece McIntyre,98383,C,OLE MISS,12,100.0,0,226,58.9,69.8,54.9,4,9,422,100.0,100.0,98.0,3,15,2,811,811,0,0,811,451,451,0,0,360,0
Matt Craycraft,162694,C,DUKE,12,100.0,0,154,68.6,77.7,63.4,0,4,439,100.0,100.0,99.1,1,6,2,811,811,0,0,811,466,466,0,0,345,0
John Champe,130545,G,N ILLINOIS,12,100.0,0,254,76.8,68.9,77.2,4,9,379,100.0,100.0,98.0,0,14,1,810,0,171,0,810,397,397,638,1,413,0
Joe Michalski,99426,C,OKLA STATE,12,100.0,1,262,71.1,81.6,64.1,1,3,459,100.0,100.0,99.3,1,5,1,810,810,0,0,810,492,492,0,0,318,0
Brian Parker II,162699,T,DUKE,12,100.0,1,154,79.9,86.5,69.8,1,5,439,100.0,100.0,99.3,3,6,0,810,0,0,50,810,466,466,0,758,344,2
Trey Zuhn III,147019,T,TEXAS A&M,12,100.0,0,312,73.1,80.9,65.6,1,10,370,100.0,100.0,98.0,2,13,2,809,0,0,808,809,389,389,0,0,420,1
Emmanuel Pregnon,128427,G,USC,12,100.0,1,326,65.7,65.2,63.7,5,13,492,100.0,100.0,98.2,1,18,0,808,0,808,0,808,511,511,0,0,297,0
Tellek Lockette,163512,G,TEXAS ST,12,100.0,0,314,63.9,80.7,58.5,4,5,394,100.0,100.0,98.6,3,10,1,807,0,0,0,807,416,416,805,0,391,2
Braydon Nelson,190617,G,N TEXAS,11,100.0,0,251,59.7,59.0,57.4,4,19,498,100.0,100.0,97.7,1,23,0,807,0,0,386,807,534,534,419,0,273,2
Jonah Monheim,86461,C,USC,12,100.0,0,326,70.9,69.3,71.4,2,14,495,100.0,100.0,98.4,2,16,0,807,807,0,0,807,514,514,0,0,293,0
Matt Gulbin,144191,G,WAKE,12,100.0,1,339,74.1,76.4,74.6,3,15,446,100.0,100.0,97.8,4,19,1,806,113,693,0,806,483,483,0,0,323,0
Javontez Spraggins,124299,G,TENNESSEE,13,100.0,2,307,59.9,78.3,54.4,1,9,394,100.0,100.0,98.2,3,12,2,805,0,0,0,805,424,424,805,0,381,0
Albert Reese IV,146848,T,MISS STATE,12,100.0,1,227,56.3,59.2,52.4,5,22,442,100.0,100.0,95.8,2,32,5,804,0,38,21,804,475,475,115,630,329,0
Cory Godinet,174093,G,UTSA,12,100.0,1,331,62.1,39.9,68.2,3,12,465,100.0,100.0,98.2,5,16,1,804,0,0,0,804,495,495,804,0,309,0
Anez Cooper,162732,G,MIAMI FL,12,100.0,1,220,63.4,69.0,58.8,3,12,475,100.0,100.0,97.8,2,18,3,804,0,0,0,804,515,515,803,0,289,1
Luke Kandra,52487,G,CINCINNATI,12,100.0,0,138,76.7,84.1,74.3,1,7,428,100.0,100.0,99.1,1,8,0,803,0,0,0,803,447,447,803,0,356,0
Joe Brunner,158690,G,WISCONSIN,12,100.0,0,349,63.1,77.8,59.4,1,11,386,100.0,100.0,98.4,7,12,0,802,0,798,4,802,411,411,0,0,391,0
Kage Casey,157197,T,BOISE ST,12,100.0,0,120,86.9,89.3,80.3,1,4,370,100.0,100.0,99.3,1,5,0,802,0,0,795,802,391,391,0,0,411,6
Kelvin Banks Jr.,163839,T,TEXAS,13,100.0,0,311,86.1,89.0,81.0,1,6,434,100.0,100.0,99.0,6,8,1,801,0,0,800,801,451,451,0,0,350,1
Rey Burnett,102277,T,TULSA,12,100.0,1,320,48.1,48.4,51.8,4,23,445,100.0,100.0,95.4,8,34,7,801,0,0,0,801,475,475,83,717,326,0
Alex Moore,86489,T,AIR FORCE,12,100.0,0,101,70.5,47.4,73.2,4,6,165,100.0,100.0,94.5,3,14,4,800,0,0,275,800,175,175,0,431,625,93
