game_id,week,home_team,away_team,commence_time,market,player,book_line,over_price,under_price,n_books
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_pass_yds,Darian Mensah,283.5,-115,-115,5
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_pass_yds,Gio Lopez,215.5,-115,-112,5
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_reception_yds,Antonio Meeks,29.0,-114.0,-114.5,4
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_reception_yds,Kam Shanks,36.5,-115.5,-112.5,4
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_reception_yds,Carlos Hernandez,60.5,-115,-115,5
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_reception_yds,Cooper Barkate,55.5,-113.0,-117.5,4
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_reception_yds,Malachi Toney,98.5,-115.0,-112.0,4
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_receptions,Cooper Barkate,3.5,-164,128,3
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_receptions,Carlos Hernandez,4.5,-142,112,3
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_receptions,Malachi Toney,7.5,110,-142,3
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_receptions,Kam Shanks,3.5,-129,-103,3
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_receptions,Antonio Meeks,2.5,-107,-124,3
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_rush_yds,Ty Clark III,31.0,-116.5,-112.0,4
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_rush_yds,Mark Fletcher Jr.,78.5,-113.5,-114.5,4
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_rush_yds,Darian Mensah,1.5,-112,-112,1
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_rush_yds,Gio Lopez,18.5,-115,-112,3
720451b07d54e435c9be484ef73ea211,3,Wake Forest Demon Deacons,Miami Hurricanes,2026-09-18T23:30:00Z,player_rush_yds,Deuce Lawrence,24.5,-114,-114,1
