"game_id","week","home_team","away_team","commence_time","market","player","book_line","over_price","under_price","n_books"
"f88be3eb99624912fed9f8dfc9c3b017","1","Hawaii Rainbow Warriors","Stanford Cardinal","2025-08-23T23:30:00Z","player_pass_attempts","Ben Gulbranson",31.5,-115,-115,1
"f2cf826d5734af1bedd0fb1510a7605c","1","Cincinnati Bearcats","Nebraska Cornhuskers","2025-08-29T01:00:00Z","player_pass_attempts","Brendan Sorsby",30.5,-125,-105,1
"ba3ec216f7117a8f9acbef2fe092c87b","1","South Florida Bulls","Boise State Broncos","2025-08-28T21:30:00Z","player_pass_attempts","Byrum Brown",29.5,-120,-110,1
"f2cf826d5734af1bedd0fb1510a7605c","1","Cincinnati Bearcats","Nebraska Cornhuskers","2025-08-29T01:00:00Z","player_pass_attempts","Dylan Raiola",31.5,-105,-125,1
"ba3ec216f7117a8f9acbef2fe092c87b","1","South Florida Bulls","Boise State Broncos","2025-08-28T21:30:00Z","player_pass_attempts","Maddux Madsen",29.5,100,-130,1
"f88be3eb99624912fed9f8dfc9c3b017","1","Hawaii Rainbow Warriors","Stanford Cardinal","2025-08-23T23:30:00Z","player_pass_attempts","Micah Alejado",39.5,-115,-115,1
"3494518f6430d858bb0c13fe8b29b108","4","USC Trojans","Michigan State Spartans","2025-09-21T03:00:00Z","player_pass_yds","Aidan Chiles",207.5,-115,-115,5
"846163dd682584dccfd473a3e19ab98a","2","Michigan State Spartans","Boston College Eagles","2025-09-06T23:30:00Z","player_pass_yds","Aidan Chiles",211.5,-114,-114,3
"cc964607d7c521019e0c91768bb2c024","1","Michigan State Spartans","Western Michigan Broncos","2025-08-29T23:00:00Z","player_pass_yds","Aidan Chiles",233.5,-115.5,-114,4
"3e06ec27bf0f5024ab751815479d9c4e","2","Louisville Cardinals","James Madison Dukes","2025-09-05T23:00:00Z","player_pass_yds","Alonza Barnett III",177.5,-114,-115,5
"3fdda89f6826aab0083880182b962b27","4","Miami (OH) RedHawks","UNLV Rebels","2025-09-20T16:05:00Z","player_pass_yds","Anthony Colandrea",204.5,-114,-114,3
"d445a4ea45f024ba386b422a8f293177","2","UNLV Rebels","UCLA Bruins","2025-09-07T00:00:00Z","player_pass_yds","Anthony Colandrea",182.5,-114,-114,3
"243c8fc42fd9e0d035d2f904384185e4","1","Ohio State Buckeyes","Texas Longhorns","2025-08-30T16:00:00Z","player_pass_yds","Arch Manning",230.5,-115,-114,3
"9c8c520f16b3fec7180880aa3a8305f6","2","Texas Longhorns","San Jose State Spartans","2025-09-06T16:00:00Z","player_pass_yds","Arch Manning",264.5,-114,-115,5
"9f28051e129f9d7c9b1592843975f35e","3","Texas Longhorns","UTEP Miners","2025-09-13T20:15:00Z","player_pass_yds","Arch Manning",272.5,-114.5,-114.5,4
"d098d8c6ee0dc177926284d2b55548e1","4","Texas Longhorns","Sam Houston State Bearkats","2025-09-21T00:00:00Z","player_pass_yds","Arch Manning",255.5,-114.5,-114.5,4
"0340d587efabc6bbf7114392cb51dfd5","1","Rutgers Scarlet Knights","Ohio Bobcats","2025-08-28T22:00:00Z","player_pass_yds","Athan Kaliakmanis",227.5,-115,-115,2
"4bab9cbac51f27b9f12617b760247074","4","Rutgers Scarlet Knights","Iowa Hawkeyes","2025-09-20T00:00:00Z","player_pass_yds","Athan Kaliakmanis",208.5,-115,-114.5,3
"d7402904994b361eb19c9e7d1c46c221","5","Minnesota Golden Gophers","Rutgers Scarlet Knights","2025-09-27T16:00:00Z","player_pass_yds","Athan Kaliakmanis",250.5,-115,-115,3
"d531b8e12cb18d265d2a68e50008904c","2","Kentucky Wildcats","Ole Miss Rebels","2025-09-06T19:30:00Z","player_pass_yds","Austin Simmons",261.5,-115,-114,3
"15fc1863106a88d0c4fbbab5fb4104d8","3","Arizona Wildcats","Kansas State Wildcats","2025-09-13T01:00:00Z","player_pass_yds","Avery Johnson",229.5,-116,-114,6
"1c9f81f98890e8287c3a203f1b95a78b","5","Kansas State Wildcats","UCF Knights","2025-09-27T16:00:00Z","player_pass_yds","Avery Johnson",221.5,-115,-115,5
"20740de7481ec1f20c2efbc30852f6c6","1","Kansas State Wildcats","Iowa State Cyclones","2025-08-23T16:00:00Z","player_pass_yds","Avery Johnson",208.5,-114,-114,3
"2364417c745994c23e50a4b9539d9dcf","2","Kansas State Wildcats","Army Black Knights","2025-09-06T23:00:00Z","player_pass_yds","Avery Johnson",235.5,-114,-115,3
"f7f75940634e8ec62dac353f09be0677","4","Oklahoma State Cowboys","Tulsa Golden Hurricane","2025-09-19T23:30:00Z","player_pass_yds","Baylor Hayes",171.5,-114.5,-114,4
"c3b917feed8e8d174995ae62cfd8942c","5","Colorado Buffaloes","BYU Cougars","2025-09-28T02:15:00Z","player_pass_yds","Bear Bachmeier",190.5,-115,-115,5
"d4d307f058aeaa574cfa993534dc6329","2","BYU Cougars","Stanford Cardinal","2025-09-07T02:15:00Z","player_pass_yds","Bear Bachmeier",198.5,-114,-114,3
"0a99c4c19ec716237226adf6f20506ce","4","Missouri Tigers","South Carolina Gamecocks","2025-09-20T23:00:00Z","player_pass_yds","Beau Pribula",232.5,-115,-115,5
"60385595d3e501feeba3a45fafead46f","2","Missouri Tigers","Kansas Jayhawks","2025-09-06T19:30:00Z","player_pass_yds","Beau Pribula",228.5,-115,-114.5,5
"08d8516f4e80463c999592cabffaab09","3","Texas Tech Red Raiders","Oregon State Beavers","2025-09-13T19:30:00Z","player_pass_yds","Behren Morton",288.5,-114.5,-114.5,4
"3aa7e2c30d9051691c378e202279c6fc","4","Utah Utes","Texas Tech Red Raiders","2025-09-20T16:00:00Z","player_pass_yds","Behren Morton",261.5,-115,-115,5
"03799e82b32ca4fb9dd248a037685d38","1","Akron Zips","Wyoming Cowboys","2025-08-28T23:00:00Z","player_pass_yds","Ben Finley",211.5,-114,-114,3
"4ac5fec6b02d255aa548dfd6cc1edbb9","3","Stanford Cardinal","Boston College Eagles","2025-09-14T02:30:00Z","player_pass_yds","Ben Gulbranson",136,-114.5,-114.5,4
"a4df26224ac6173274f8facd32942ca4","4","Virginia Cavaliers","Stanford Cardinal","2025-09-20T23:30:00Z","player_pass_yds","Ben Gulbranson",157.5,-110,-118,1
"d4d307f058aeaa574cfa993534dc6329","2","BYU Cougars","Stanford Cardinal","2025-09-07T02:15:00Z","player_pass_yds","Ben Gulbranson",132.5,-115,-114,3
"f88be3eb99624912fed9f8dfc9c3b017","1","Hawaii Rainbow Warriors","Stanford Cardinal","2025-08-23T23:30:00Z","player_pass_yds","Ben Gulbranson",205.5,-114,-114,3
"5258088fbe3a7c3b887cc597a1f0d59d","1","Wisconsin Badgers","Miami (OH) RedHawks","2025-08-29T01:00:00Z","player_pass_yds","Billy Edwards Jr.",210.5,-115,-114.5,3
